gene_id	colors
Thy1	midnightblue
Usp2	lightgreen
Gm38444	blue
Rnf26	turquoise
Mcam	red
Ccdc153	blue
H2ax	tan
Hyou1	brown
Upk2	lightgreen
Bcl9l	blue
Cxcr5	greenyellow
Arcn1	red
Cd3g	midnightblue
Cd3d	midnightblue
Cd3e	midnightblue
Mpzl2	cyan
Mpzl3	cyan
Jaml	grey60
Scn4b	cyan
BC049352	grey60
Il10ra	grey60
Tmprss13	cyan
Fxyd6	brown
Bace1	blue
Pcsk7	grey60
Tagln	green
Sik3	grey60
Apoa1	black
Zpr1	green
Cadm1	lightgreen
Nxpe4	lightgreen
Nxpe2	lightgreen
Gm32131	black
Rbm7	grey60
Nnmt	brown
Zbtb16	grey60
Ttc12	green
Ncam1	turquoise
Pts	purple
Bco2	grey60
Il18	grey60
Sdhd	purple
Dixdc1	blue
Gm39337	blue
Gm51674	blue
1110032A03Rik	blue
Layn	turquoise
Mir34b	black
Pou2af1	greenyellow
Gm32819	turquoise
Colca2	turquoise
Arhgap20	blue
Fdx1	brown
Ddx10	green
Exph5	blue
Poglut3	blue
Atm	grey60
Sln	cyan
Tnfaip8l3	grey60
Cib2	blue
Acsbg1	cyan
Dnaja4	blue
Hykk	blue
Psma4	brown
Pstpip1	grey60
Peak1os	grey60
Lingo1	blue
Snx33	salmon
1700017B05Rik	green
Scamp5	green
Scamp2	grey60
Csk	grey60
Cyp1a1	lightgreen
Edc3	salmon
Sema7a	brown
Cyp11a1	grey60
Islr	grey60
Islr2	cyan
Pml	grey60
Stoml1	grey60
Loxl1	green
Cd276	yellow
Gm51678	grey60
Rec114	lightgreen
Neo1	blue
Adpgk	purple
Hexa	black
Pkm	green
Gramd2	black
Gm20275	grey60
Thsd4	blue
Uaca	grey60
Gm34157	grey60
Tle3	grey60
Gm35058	blue
Kif23	tan
Paqr5	cyan
Anp32a	blue
Gm20346	blue
Coro2b	blue
Calml4	blue
Gm35658	salmon
Skor1	grey60
Iqch	lightgreen
Smad6	lightgreen
Zwilch	tan
Rpl4	lightcyan
Map2k1	grey60
Tipin	green
Gm24289	black
Gm36311	brown
Rab11a	brown
Dennd4a	tan
Slc24a1	brown
Gm25640	lightgreen
Hacd3	lightgreen
Igdcc4	cyan
Igdcc3	blue
Gm25313	magenta
Cilp	cyan
Rasl12	blue
Plekho2	grey60
Pif1	tan
Rbpms2	lightcyan
Oaz2	blue
Pclaf	tan
Snx22	blue
Snx1	brown
Dapk2	lightgreen
Car12	cyan
Aph1b	blue
Rab8b	grey60
Tln2	blue
C2cd4b	lightgreen
Vps13c	turquoise
Rora	lightgreen
9530091C08Rik	blue
Gm31262	blue
Anxa2	brown
Fam81a	blue
Ccnb2	tan
Mindy2	lightgreen
Aqp9	grey60
Aldh1a2	black
Myzap	lightgreen
Nedd4	blue
Pygo1	blue
Ccpg1os	blue
Ccpg1	lightgreen
Wdr72	lightgreen
Fam214a	lightgreen
Myo5a	tan
Myo5c	blue
Mapk6	brown
Leo1	green
Lysmd2	grey60
Bmp5	blue
Fam83b	cyan
Tinag	salmon
Mlip	cyan
Klhl31	cyan
Gclc	brown
Gm34771	tan
Fbxo9	lightgreen
Rn7sk	grey60
Gsta4	cyan
Gsta2	lightgreen
Ooep	grey60
Cgas	grey60
Slc17a5	blue
Cd109	cyan
Gm10635	grey60
Col12a1	blue
Myo6	blue
Mei4	black
Gm2065	grey60
Elovl4	cyan
Ttk	tan
Tent5a	grey60
Ibtk	green
Me1	cyan
Prss35	blue
Nt5e	green
Snx14	blue
Syncrip	green
Snhg5	green
Gm2396	grey60
Bcl2a1a	brown
Bcl2a1b	brown
Mthfs	purple
Rasgrf1	black
Ctsh	brown
Morf4l1	lightcyan
Plscr1	grey60
Plscr2	grey60
Plscr4	blue
Plod2	lightgreen
Dipk2a	lightgreen
Slc9a9	turquoise
Chst2	turquoise
Paqr9	lightgreen
Pcolce2	lightgreen
Atr	green
Xrn1	grey60
Tfdp2	blue
Rnf7	black
Slc25a36	lightgreen
Clstn2	blue
Rbp1	blue
Rbp2	cyan
Mrps22	brown
Cep70	blue
Esyt3	blue
Nme9	turquoise
1600029I14Rik	blue
Dzip1l	green
Cldn18	blue
Il20rb	green
Pccb	blue
Ppp2r3a	blue
Ephb1	salmon
Ky	lightgreen
Anapc13	lightgreen
Amotl2	grey60
Ryk	blue
Gm31434	blue
Slco2a1	green
Rab6b	blue
Trf	lightgreen
Bfsp2	black
Nphp3	turquoise
Ackr4	lightgreen
Dnajc13	grey60
Col6a5	greenyellow
D030055H07Rik	black
Ppm1m	lightgreen
Twf2	brown
Tlr9	grey60
Alas1	lightgreen
Gm33564	blue
Poc1a	green
Dusp7	black
Rpl29	lightcyan
Abhd14b	blue
Pcbp4	green
Parp3	grey60
Rrp9	brown
Manf	red
Mapkapk3	grey60
Cish	grey60
Zmynd10	turquoise
Rassf1	brown
Hyal2	purple
Hyal1	blue
Sema3f	brown
Mst1r	brown
Uba7	grey60
Cdhr4	grey60
Gmppb	brown
Amigo3	grey60
Dag1	blue
Nicn1	turquoise
Amt	blue
Rhoa	purple
Klhdc8b	lightgreen
Lamb2	blue
Usp19	purple
Impdh2	green
Wdr6	blue
P4htm	blue
Slc25a20	brown
Prkar2a	green
Shisa5	grey60
Gm7628	blue
Plxnb1	blue
Camp	grey60
Ngp	black
Myl3	cyan
Tmie	blue
Tdgf1	black
Lrrc2	cyan
Rtp3	salmon
Ltf	brown
Ccrl2	grey60
Dclk3	blue
Crtap	tan
Cmtm6	grey60
Cmtm7	brown
Cmtm8	lightgreen
Tgfbr2	red
Rbms3	lightgreen
Gm39452	blue
Gm17396	lightgreen
Gm39451	blue
Azi2	grey60
Gm51660	grey60
Eomes	midnightblue
Gm51695	grey60
Ctdspl	lightgreen
Dlec1	blue
Acaa1b	lightgreen
Myd88	grey60
Acaa1a	grey60
Acvr2b	lightgreen
Scn5a	blue
Csrnp1	grey60
Xirp1	cyan
Cx3cr1	tan
Gm33858	grey60
Rpsa	green
Myrip	green
Gm34159	black
Rpl14	turquoise
Ulk4	blue
Gm34945	grey60
Cck	green
Lyzl4	blue
Vipr1	lightgreen
Ss18l2	blue
Zfp651	blue
Klhl40	cyan
Hhatl	lightgreen
Ackr2	brown
Gask1a	blue
Snrk	salmon
Gm26797	grey60
Kif15	tan
Tmem42	blue
Zdhhc3	lightgreen
Exosc7	blue
Clec3b	lightgreen
Cdcp1	brown
n-TRacg2	grey60
Cxcr6	midnightblue
Gm51700	grey60
Xcr1	lightgreen
Ccr1	brown
Ccr3	lightgreen
Ccr2	yellow
Ccr5	brown
H60c	lightgreen
Gm29826	lightgreen
Ppp1r14c	lightgreen
Iyd	blue
Mthfd1l	brown
Akap12	brown
Esr1	grey60
Syne1	blue
Myct1	blue
Fbxo5	tan
Ipcef1	midnightblue
Cnksr3	black
Ginm1	turquoise
Zc3h12d	grey60
Rab32	grey60
Grm1	grey60
Fbxo30	lightgreen
Epm2a	lightgreen
Utrn	blue
Stx11	grey60
Plagl1	lightgreen
Ltv1	brown
Phactr2	blue
Adat2	green
Adgrg6	blue
Vta1	red
Gm20125	grey60
Cited2	salmon
Txlnb	cyan
Heca	salmon
Abracl	brown
Ect2l	blue
Ccdc28a	blue
Hebp2	cyan
4930444F02Rik	turquoise
Perp	cyan
Tnfaip3	grey60
Slc35d3	blue
Map3k5	salmon
Rpl32l	lightgreen
Pde7b	grey60
Ahi1	green
Platr6	grey60
Sgk1	brown
Gm26740	pink
C920009B18Rik	pink
Raet1d	brown
Gm40612	blue
Tcf21	lightgreen
Rps12	lightcyan
LOC115487513	black
Slc18b1	blue
Vnn1	salmon
Ccn2	red
Arg1	green
Akap7	blue
Gm29571	grey60
Tmem200a	blue
Samd3	midnightblue
Arhgap18	tan
Lama2	turquoise
Themis	midnightblue
9330159F19Rik	lightgreen
Rnf146	purple
Rspo3	green
Cenpw	tan
Ncoa7	grey60
Hddc2	green
Trdn	cyan
D830005E20Rik	blue
Rsph4a	blue
Zup1	grey60
Rwdd1	lightcyan
Calhm6	grey60
Dse	brown
Tspyl4	blue
Marcks	brown
Gm46220	cyan
Lama4	turquoise
Fam229b	blue
Ccn6	lightgreen
Rev3l	turquoise
Slc16a10	grey60
Rpf2	brown
Gtf3c6	green
Rnu3a	tan
Amd1	lightcyan
Cdk19	blue
Gm32234	green
Mettl24	blue
Ak9	blue
Mical1	brown
Ppil6	blue
Ccdc162	blue
Sesn1	blue
Foxo3	lightgreen
Gm38485	lightgreen
Snx3	purple
Scml4	grey60
Sobp	cyan
Crybg1	grey60
Prdm1	grey60
Gm35154	grey60
Prep	turquoise
Gm26016	blue
Bves	cyan
Grik2	blue
Ascc3	grey60
Lilr4b	brown
Lilrb4a	brown
Gm46224	grey60
Fam162b	lightgreen
Ros1	lightgreen
Nus1	brown
Gm40647	grey60
Cep85l	blue
Pln	black
Fam184a	lightgreen
Man1a	black
Msl3l2	grey60
Gja1	brown
Pkib	grey60
Smpdl3a	salmon
Ranbp2	brown
Edar	grey60
Sh3rf3	blue
Sowahc	grey60
Gm36257	grey60
P4ha1	grey60
Mcu	black
Ddit4	black
Spock2	turquoise
Gm51801	salmon
Chst3	blue
Psap	lightcyan
Vsir	yellow
Slc29a3	brown
Unc5b	green
Gm26947	brown
Tbata	blue
Adamts14	brown
Prf1	grey60
Eif4ebp2	blue
Lrrc20	cyan
Ppa1	brown
Macroh2a2	turquoise
Gm2137	blue
Col13a1	turquoise
Tspan15	blue
Hk1	brown
Hkdc1	salmon
Srgn	brown
Ddx21	green
Tet1	blue
Dna2	brown
Pbld2	blue
Mypn	cyan
Sirt1	salmon
n-TStga3	black
1110002J07Rik	grey60
Jmjd1c	green
Zfp365	grey60
Rtkn2	lightgreen
Cabcoco1	blue
Rhobtb1	lightgreen
Cdk1	tan
Ank3	lightgreen
Gm51806	blue
Ccdc6	grey60
Slc16a9	blue
Fam13c	blue
Cisd1	blue
Zwint	green
Rsph14	blue
Gm51773	grey60
Specc1l	blue
Adora2a	grey60
Snrpd3	green
Ggt5	grey60
Gstt3	lightgreen
Gstt1	lightgreen
Gstt2	blue
Mif	brown
Derl3	salmon
Mmp11	blue
Chchd10	lightgreen
Vpreb3	lightgreen
S100b	blue
2610028H24Rik	turquoise
Lss	turquoise
Col6a2	turquoise
Col6a1	turquoise
Slc19a1	turquoise
Col18a1	tan
Adarb1	blue
Itgb2	grey60
Pttg1ip	brown
Sumo3	green
Ube2g2	brown
Trpm2	grey60
Pfkl	cyan
Dnmt3l	brown
Icosl	grey60
Gatd3a	blue
Pwp2	brown
Cstb	brown
Syde1	grey60
Casp14	cyan
2610008E11Rik	blue
Cdc34	brown
Bsg	blue
Fgf22	cyan
Rnf126	green
Fstl3	green
Misp	grey60
Prtn3	grey60
Cfd	black
Arid3a	brown
Arhgap45	grey60
Gpx4	blue
Sbno2	brown
Midn	brown
Cirbp	turquoise
Gamt	blue
Dazap1	lightcyan
Gm30682	grey60
Pcsk4	blue
Reep6	lightgreen
Plk5	blue
Mex3d	lightgreen
Uqcr11	lightgreen
Btbd2	lightgreen
Mknk2	lightgreen
Izumo4	lightgreen
Dot1l	brown
Jsrp1	cyan
Lsm7	brown
Tmprss9	grey60
Gadd45b	grey60
Gng7	blue
Thop1	green
Dapk3	brown
Atcayos	cyan
Matk	brown
Mrpl54	brown
Apba3	purple
Tjp3	grey60
Tbxa2r	blue
4930404N11Rik	blue
Gm16104	tan
Celf5	turquoise
Ncln	green
S1pr4	blue
Tle5	blue
Tle2	lightgreen
Ankrd24	turquoise
Zfp873	blue
Tdg	green
Glt8d2	blue
Txnrd1	green
Slc41a2	green
D10Wsu102e	green
Aldh1l2	green
Washc4	grey60
Appl2	blue
1500009L16Rik	brown
Nuak1	blue
Ckap4	green
Tcp11l2	lightgreen
Cry1	brown
Btbd11	brown
Pwp1	green
Bpifc	cyan
Syn3	blue
Timp3	grey60
Hsp90b1	grey60
Stab2	turquoise
Ascl1	blue
Igf1	tan
Parpbp	tan
Gm6653	tan
Washc3	purple
Dram1	lightgreen
Gm51779	salmon
Chpt1	lightgreen
Mybpc1	cyan
Spic	grey60
Utp20	green
Gas2l3	tan
Anks1b	grey60
Apaf1	grey60
Ikbip	turquoise
Cfap54	turquoise
Gm32688	lightgreen
Lta4h	blue
Snrpf	purple
Ntn4	blue
Tmcc3	lightgreen
Cep83	green
Gm29684	grey60
Socs2	black
Mrpl42	tan
Eea1	brown
Gm33782	grey60
Btg1	grey60
Gm34114	grey60
Dcn	cyan
Lum	cyan
Dusp6	red
Kitl	blue
Cep290	green
4930430F08Rik	blue
Nts	grey60
Rassf9	blue
Slc6a15	blue
Tmtc2	lightgreen
Gm46241	blue
Mettl25	purple
Acss3	blue
Pawr	brown
Nav3	brown
LOC115487471	blue
E2f7	tan
Csrp2	blue
Gm40761	black
Phlda1	brown
Glipr1	yellow
Rab21	grey60
Thap2	lightgreen
Tspan8	blue
Ptprb	blue
Kcnmb4	blue
4933412E12Rik	grey60
D630029K05Rik	lightgreen
Cct2	brown
9530003J23Rik	lightgreen
Lyz2	lightgreen
Lyz1	salmon
Cpm	lightgreen
Nup107	red
Rap1b	brown
Ifng	grey60
Ifngas1	brown
Dyrk2	lightgreen
Gm33861	lightgreen
Irak3	brown
Gm38500	green
Hmga2	green
Msrb3	blue
Gm50589	black
Wif1	lightgreen
Tbc1d30	lightgreen
Rassf3	lightgreen
Tbk1	grey60
D930020B18Rik	lightgreen
BC048403	purple
Gm46183	lightgreen
Rxylt1	green
Ppm1h	grey60
Slc16a7	lightgreen
Gm30539	green
Tsfm	red
Mettl1	green
Agap2	tan
B4galnt1	grey60
Slc26a10	blue
Arhgef25	blue
Ddit3	grey60
Mars1	brown
Arhgap9	grey60
Gli1	blue
Ndufa4l2	lightgreen
Shmt2	brown
Lrp1	green
Gpr182	green
Sdr9c7	cyan
Prim1	tan
Naca	lightcyan
Snord59a	grey60
Gm51821	grey60
Rbms2	grey60
Gm26847	grey60
Timeless	grey60
Apof	grey60
Stat2	grey60
Il23a	green
Pan2	purple
Cs	red
Ankrd52	brown
n-TScga2	magenta
Myl6	lightcyan
Esyt1	grey60
Rpl41	turquoise
Pa2g4	green
Erbb3	lightgreen
Rps26	lightcyan
Ikzf4	brown
Pmel	black
Mmp19	brown
Sarnp	brown
Cd63	brown
Rdh5	blue
Itga7	tan
Patz1	blue
Gm12592	grey60
Pik3ip1	salmon
Pla2g3	cyan
Smtn	blue
Osbp2	lightgreen
Tcn2	lightgreen
Pes1	green
Gm46265	lightgreen
Sec14l4	lightgreen
Sec14l3	blue
Sec14l2	lightgreen
Rnf215	lightgreen
Castor1	lightgreen
Osm	brown
Lif	red
Ewsr1	red
Kremen1	purple
Znrf3	blue
Xbp1	grey60
Ccdc117	lightgreen
Urgcp	grey60
Dbnl	grey60
Pgam2	cyan
Aebp1	green
Myl7	lightgreen
Ykt6	brown
Camk2b	blue
Ppia	purple
H2az2	lightgreen
Myo1g	grey60
Snhg15	brown
Tbrg4	green
Ramp3	brown
Adcy1	lightgreen
Igfbp3	blue
Tns3	lightgreen
Upp1	grey60
Abca13	blue
Spata48	green
Ikzf1	grey60
Fignl1	tan
Ddc	lightgreen
Gm51937	grey60
Grb10	turquoise
Vstm2a	blue
Egfr	brown
Gm39584	green
Eldr	tan
Plek	grey60
Pno1	brown
Wdr92	purple
8430419K02Rik	turquoise
Meis1	blue
Gm39603	brown
Actr2	grey60
Rab1a	red
Aftph	grey60
Gm46272	grey60
Lgalsl	cyan
Peli1	grey60
2610024D14Rik	grey60
Vps54	grey60
Otx1	black
Ehbp1	turquoise
B3gnt2	grey60
Commd1	green
Zrsr1	lightgreen
Fam161a	blue
Rel	grey60
Bcl11a	greenyellow
Vrk2	brown
Ccdc85a	lightgreen
Efemp1	lightgreen
Pnpt1	grey60
Cfap36	green
Rps27a	lightcyan
Rtn4	brown
Eml6	blue
Sptbn1	lightgreen
Gm51887	blue
Asb3	salmon
Cpeb4	grey60
Nsg2	midnightblue
Il9r	grey60
Nprl3	purple
Hba-a1	lightgreen
Hba-a2	lightgreen
Hbq1a	lightgreen
Sh3pxd2b	brown
Stk10	midnightblue
Fbxw11	grey60
Fgf18	blue
Npm1	green
Gabrp	lightgreen
Lcp2	grey60
Dock2	grey60
Spdl1	yellow
Slit3	turquoise
Gm26070	lightcyan
Gm46277	turquoise
Rars	brown
Wwc1	blue
Tenm2	cyan
Hmmr	tan
Nudcd2	green
Gm5782	salmon
Pttg1	grey60
C1qtnf2	lightgreen
Ccnjl	turquoise
Fabp6	cyan
Il12b	grey60
Rnf145	salmon
Adam19	lightgreen
Nipal4	cyan
Cyfip2	grey60
Fndc9	cyan
Itk	grey60
Med7	brown
Havcr2	brown
Timd4	grey60
Sgcd	blue
Gm36109	blue
Trim41	lightcyan
n-TGacc1	black
Irgm1	grey60
Gm5431	grey60
Gm12185	grey60
9930111J21Rik1	grey60
Tgtp1	grey60
Olfr56	grey60
1700024J04Rik	blue
Scgb3a1	grey60
Gfpt2	brown
Rnf130	purple
Ltc4s	blue
Maml1	purple
Adamts2	green
Gm39819	green
Zfp354c	blue
Zfp879	lightgreen
Zfp354b	blue
Clk4	salmon
Col23a1	turquoise
Hnrnpab	green
Nhp2	green
Rmnd5b	lightcyan
D930048N14Rik	blue
0610009B22Rik	purple
Jade2	grey60
Gm39822	green
Cdkl3	brown
Skp1	lightgreen
Tcf7	midnightblue
Gm51894	black
9530068E07Rik	purple
Hspa4	green
Irf1	grey60
Gm12216	salmon
Slc22a5	lightgreen
Gm12224	cyan
Hint1	lightcyan
Gpx3	green
Tnip1	grey60
Anxa6	lightgreen
Gm2a	grey60
Slc36a3	grey60
Slc36a3os	grey60
Slc36a2	blue
Fat2	lightgreen
Sparc	turquoise
Gria1	blue
Larp1	brown
Irgm2	grey60
Lypd8	grey60
Gm12253	grey60
Fam183b	blue
Gm12258	blue
Trim17	salmon
Obscn	cyan
Guk1	blue
2610507I01Rik	blue
Wnt3a	blue
Wnt9a	turquoise
Nlrp3	grey60
Gm33998	brown
Flcn	salmon
Rasd1	grey60
Srebf1	black
Drc3	blue
Gid4	lightgreen
Llgl1	red
Smcr8	grey60
Tmem11	brown
Tnfrsf13b	midnightblue
Aldh3a1	cyan
Aldh3a2	lightgreen
Slc47a2	tan
Mfap4	turquoise
Mapk7	brown
Fam83g	grey60
Ulk2	blue
Adora2b	grey60
Ubb	grey60
Trim16	brown
Fbxw10	green
Pmp22	lightgreen
Cox10	green
Map2k4	brown
Dnah9	blue
Tmem220	lightgreen
Sco1	grey60
2310065F04Rik	cyan
Myh2	black
Myh1	cyan
Myh4	cyan
Myh8	cyan
Myh13	blue
Gas7	green
Glp2r	grey60
Dhrs7c	cyan
Cfap52	red
Ntn1	red
Pik3r5	grey60
Ccdc42	blue
Myh10	blue
Ndel1	brown
Rnf222	cyan
Arhgef15	lightgreen
Gm32273	blue
Slc25a35	blue
Pfas	green
n-TWcca7	brown
Aurkb	tan
Tmem107	black
Snord118	black
Vamp2	lightgreen
Per1	black
n-TTagt5	black
Aloxe3	cyan
Alox12b	cyan
Cntrob	tan
Rnf227	cyan
Chd3	blue
Gm32483	blue
Cyb5d1	blue
Tmem88	tan
Kdm6b	grey60
Gm51903	lightgreen
Dnah2	blue
Wrap53	green
Sox15	cyan
Mpdu1	brown
Cd68	brown
Eif4a1	brown
Senp3	red
Zbtb4	lightgreen
Fgf11	blue
Nlgn2	brown
Kctd11	green
Acap1	midnightblue
C1qbp	brown
Nlrp1b	yellow
Nlrp1c-ps	tan
Wscd1	blue
Pimreg	tan
Pitpnm3	blue
Med31	purple
Xaf1	grey60
Gm34317	tan
Smtnl2	turquoise
Mybbp1a	green
Spns2	lightgreen
Ankfy1	grey60
Zzef1	turquoise
Rap1gap2	grey60
Ccdc92b	blue
Tsr1	green
Srr	lightgreen
Smg6	turquoise
Hic1	green
Rtn4rl1	blue
Serpinf1	lightgreen
Serpinf2	black
Mir22hg	brown
Slc43a2	turquoise
Pitpna	brown
Inpp5k	salmon
Ywhae	green
Doc2b	green
Rph3al	blue
Rflnb	turquoise
Tlcd3a	cyan
LOC108167850	cyan
Dbil5	cyan
Nxn	lightcyan
Abr	grey60
Trarg1	cyan
Gosr1	red
Cpd	blue
Tmigd1	cyan
Blmh	cyan
Slc6a4	salmon
Nsrp1	brown
Coro6	black
Git1	brown
Proca1	blue
Sdf2	purple
Spag5	tan
Aldoc	lightgreen
Slc13a2	grey60
Vtn	salmon
Tmem97	turquoise
Nos2	grey60
Lgals9	grey60
Wsb1	grey60
AU040972	red
Evi2a	grey60
n-TTcgt3	magenta
Crlf3	salmon
Atad5	tan
Adap2	brown
Rnf135	grey60
Rhbdl3	grey60
Psmd11	brown
Cdk5r1	grey60
Ccl2	brown
Ccl7	brown
Ccl11	grey60
Ccl12	brown
Ccl8	grey60
Ccl1	tan
Unc45b	black
Unc45bos	salmon
Slfn5	grey60
Slfn9	grey60
Slfn2	grey60
Slfn4	grey60
AI662270	grey60
Rasl10b	brown
Ccl5	grey60
Ccl9	brown
Ccl6	black
Ccl3	grey60
Ccl4	grey60
Wfdc17	brown
Wfdc18	grey60
Wfdc21	brown
Gm12576	blue
Ddx52	brown
Acaca	blue
Ggnbp2os	lightgreen
Bcas3	blue
Brip1	grey60
Tubd1	lightgreen
Vmp1	brown
Gm11478	lightcyan
Mir142	black
Dynll2	lightgreen
Msi2	blue
Coil	green
Trim25	grey60
Dgke	blue
Tmem100	blue
Gm34726	lightgreen
Hlf	lightgreen
Stxbp4	blue
Utp18	green
Nme2	brown
Nme1	green
Gm35338	blue
Tob1	blue
Gm38956	grey60
Abcc3	blue
Epn3	brown
Mycbpap	lightgreen
Rsad1	blue
Chad	salmon
Lrrc59	brown
Eme1	tan
Mrpl27	red
Col1a1	tan
Sgca	cyan
Pdk2	lightgreen
Itga3	brown
Dlx3	cyan
Fam117a	lightgreen
Slc35b1	brown
Nxph3	blue
Phospho1	blue
Abi3	grey60
Gngt2	grey60
Igf2bp1	green
Atp5g1	green
Hoxb5	black
Hoxb2	purple
Skap1	grey60
Snx11	brown
Gm11517	brown
Copz2	blue
Prr15l	brown
D030028A08Rik	green
Lrrc46	turquoise
Tbx21	grey60
Kpnb1	green
Gpr179	grey60
Srcin1	lightgreen
Mllt6	lightgreen
Pcgf2	blue
Rpl23	lightcyan
n-TCgca51	lightgreen
Lasp1	brown
Fbxo47	turquoise
Arl5c	grey60
Cacnb1	blue
Fbxl20	blue
Ppp1r1b	grey60
Stard3	grey60
Tcap	cyan
Grb7	lightgreen
Ikzf3	midnightblue
Gsdma	cyan
Psmd3	green
Csf3	brown
Thra	blue
Nr1d1	salmon
Rapgefl1	cyan
Cdc6	brown
Gjd3	grey60
Top2a	tan
Igfbp4	tan
Tns4	cyan
Ccr7	grey60
Krt23	lightgreen
Krtap17-1	blue
Krt32	cyan
Krt13	cyan
Krt15	cyan
Krt19	green
Krt14	cyan
Krt16	grey60
Hap1	grey60
Jup	blue
P3h4	turquoise
Fkbp10	green
Acly	lightgreen
Ttc25	turquoise
Cnp	grey60
Dnajc7	grey60
Nkiras2	grey60
Dhx58	grey60
Rab5c	grey60
Kcnh4	black
Ghdc	green
Stat3	brown
Cavin1	blue
Coasy	lightcyan
Mlx	brown
Ramp2	lightgreen
Cntd1	tan
Aoc3	blue
Ptges3l	green
Ifi35	grey60
Vat1	turquoise
Rnd2	turquoise
Brca1	tan
Tmem106a	grey60
Rdm1	lightgreen
Rnu2-10	cyan
Arl4d	black
Etv4	tan
Sost	blue
Mpp3	cyan
Cd300lg	lightgreen
Gm39393	grey60
Ppy	turquoise
Nags	tan
Lsm12	brown
Hdac5	lightgreen
Hrob	tan
Asb16	cyan
Slc4a1	lightgreen
Grn	grey60
Fam171a2	blue
Itga2b	black
Gm11627	blue
Fzd2	blue
Higd1b	blue
Eftud2	green
2410004I01Rik	grey60
Dcakd	brown
Nmt1	brown
Gm42090	green
Acbd4	blue
Fmnl1	grey60
Map3k14	brown
Rprml	lightgreen
Gosr2	grey60
Arf2	green
Mapt	lightgreen
Myl4	lightgreen
Itgb3	brown
Gm11639	brown
Efcab3	grey60
Tlk2	grey60
Mrc2	turquoise
Marchf10	black
Cyb561	green
Ace3	blue
Limd2	greenyellow
Ftsj3	green
Psmc5	green
Cd79b	greenyellow
Prr29	grey60
Gm36220	lightgreen
Snord104	green
Milr1	brown
Kpna2	tan
1810010H24Rik	blue
Pitpnc1	salmon
Psmd12	brown
Helz	blue
Cacng1	cyan
Prkca	turquoise
Cep112	blue
LOC115487814	blue
Axin2	blue
Rgs9	lightgreen
Gna13	grey60
Slc16a6	tan
Wipi1	turquoise
Fam20a	turquoise
Abca8b	blue
Abca8a	blue
Abca9	turquoise
Abca6	blue
Abca5	blue
Map2k6	blue
Kcnj2	purple
Sox9	brown
2610035D17Rik	lightgreen
LOC115487747	blue
Gm39467	lightgreen
Slc39a11	lightcyan
Cdc42ep4	brown
Sdk2	turquoise
Gm11690	greenyellow
Dnaic2	turquoise
Btbd17	grey60
Cd300a	grey60
Cd300lb	grey60
Cd300ld	grey60
Cd300c2	brown
Cd300e	grey60
Cd300lf	brown
Slc9a3r1	grey60
Grin2c	turquoise
Otop2	cyan
Otop3	cyan
Hid1	blue
Kctd2	blue
Armc7	grey60
Jpt1	grey60
Nup85	lightcyan
Slc25a19	midnightblue
Tmem94	blue
Smim6	blue
Itgb4	brown
Galk1	turquoise
H3f3b	grey60
Trim47	grey60
Fbf1	blue
Evpl	cyan
Foxj1	purple
Ubald2	grey60
Sphk1	brown
Rhbdf2	grey60
Cygb	turquoise
Prcd	lightgreen
St6galnac2	blue
Mxra7	turquoise
Septin9	green
Gm39478	blue
2900041M22Rik	blue
Syngr2	grey60
Tk1	tan
Afmid	grey60
Birc5	tan
Gm11725	grey60
Socs3	brown
Cyth1	grey60
Timp2	blue
Lgals3bp	brown
Cant1	grey60
Rbfox3	blue
Cbx8	blue
Cbx4	grey60
Tbc1d16	blue
Gaa	lightgreen
Card14	cyan
Sgsh	blue
Slc26a11	blue
Rnf213	grey60
A930037H05Rik	blue
Nptx1	blue
Rptoros	blue
Baiap2	grey60
Slc38a10	black
2900052L18Rik	blue
Gm11772	grey60
Mrpl12	green
Slc25a10	blue
Alyref	brown
Anapc11	lightgreen
Pcyt2	lightgreen
Pycr1	turquoise
Notum	blue
Rac3	lightgreen
Dcxr	lightgreen
Cbr2	lightgreen
Fasn	lightgreen
Slc16a3	grey60
LOC115486436	blue
Cd7	brown
Sectm1b	brown
Sectm1a	grey60
Cybc1	grey60
Narf	blue
Fn3k	blue
Zfp750	grey60
Metrnl	grey60
Gm12589	brown
Gm26520	black
Dnmt3aos	grey60
Efr3b	brown
Fam228b	turquoise
Klhl29	black
2810032G03Rik	green
Apob	blue
Rhob	grey60
5033421B08Rik	green
Laptm4a	grey60
Osr1	green
Gm38407	green
Kcns3	blue
Gen1	tan
Vsnl1	blue
Lratd1	grey60
Lpin1	lightgreen
Ntsr2	brown
Pqlc3	black
2410004P03Rik	green
Pdia6	grey60
Atp6v1c2	lightgreen
Nol10	brown
Odc1	green
Gm22748	black
Gm40842	black
1700030C10Rik	green
Adam17	grey60
LOC115487949	turquoise
Gm31624	grey60
Grhl1	cyan
Klf11	salmon
Cys1	salmon
Gm36129	lightgreen
Rrm2	tan
Mboat2	turquoise
Rnf144a	blue
Rsad2	grey60
Cmpk2	grey60
Sox11	lightgreen
Colec11	lightgreen
Rps7	lightcyan
Rnaseh1	purple
Adi1	blue
Eipr1	brown
Myt1l	grey60
Pxdn	blue
Sntg2	grey60
Acp1	green
Lamb1	turquoise
Slc26a3	blue
Slc26a4	yellow
Bcap29	green
Hbp1	salmon
Prkar2b	blue
Pik3cg	brown
Gm40376	blue
