genotype	sex	age_at_inf	day	outcome	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	age_binary	UID
APOE4	female	20.85714286	14	0	100	99.55156950672645	96.8609865470852	85.20179372197309	78.0269058295964	76.23318385650224	77.57847533632287	78.0269058295964	80.71748878923766	82.51121076233183	86.54708520179372	87.4439461883408	87.89237668161435	86.54708520179372	90.5829596412556	< 30 weeks	127
APOE2	female	43	14	0	100	96.52777777777779	91.66666666666666	87.15277777777779	81.94444444444444	79.16666666666666	82.9861111111111	80.20833333333334	77.43055555555556	77.77777777777777	76.38888888888889	79.51388888888889	NA	80.90277777777779	80.90277777777779	> 30 weeks	128
APOE2	female	44	14	0	100	96.90721649484534	91.75257731958763	86.59793814432989	82.81786941580756	79.03780068728523	96.21993127147765	92.43986254295532	93.12714776632302	95.1890034364261	94.15807560137456	93.12714776632302	NA	99.65635738831614	102.74914089347078	> 30 weeks	129
APOE2	female	44	14	0	100	100	90.39301310043668	86.02620087336244	86.46288209606988	79.03930131004367	85.15283842794761	84.71615720524017	85.15283842794761	88.20960698689957	86.46288209606988	86.8995633187773	NA	90.82969432314411	94.75982532751091	> 30 weeks	130
APOE2	female	44	14	0	100	95.66929133858268	90.94488188976379	86.61417322834646	81.49606299212599	77.95275590551182	75.59055118110236	78.34645669291338	78.34645669291338	79.92125984251969	78.74015748031496	74.01574803149606	NA	72.83464566929135	74.40944881889764	> 30 weeks	131
APOE2	female	43	8	1	100	94.77911646586347	90.36144578313254	85.14056224899599	79.51807228915663	76.30522088353415	74.6987951807229	76.30522088353415	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	132
APOE2	female	43	9	1	100	100.32362459546927	96.4401294498382	88.02588996763754	84.14239482200647	79.93527508090615	76.37540453074433	73.13915857605178	70.22653721682848	NA	NA	NA	NA	NA	NA	> 30 weeks	133
APOE2	female	43	14	0	100	100.99337748344371	100.33112582781459	100.99337748344371	98.0132450331126	99.66887417218544	100.99337748344371	103.31125827814569	100.66225165562915	99.66887417218544	100	103.31125827814569	NA	107.61589403973511	103.97350993377484	> 30 weeks	134
APOE2	female	44	8	1	100	97.86476868327402	94.66192170818505	90.74733096085409	85.05338078291814	79.35943060498221	73.66548042704626	72.24199288256227	68.68327402135232	NA	NA	NA	NA	NA	NA	> 30 weeks	135
APOE2	female	44	14	0	100	99.70588235294117	93.23529411764706	85.58823529411765	86.47058823529412	88.52941176470588	85.58823529411765	81.47058823529412	81.76470588235294	82.94117647058823	85	84.70588235294117	NA	86.76470588235294	87.3529411764706	> 30 weeks	136
APOE3	female	43	14	0	100	97.43589743589743	93.26923076923077	86.85897435897436	78.84615384615385	75.96153846153845	75.32051282051282	75.96153846153845	77.24358974358975	80.76923076923077	78.84615384615385	78.84615384615385	NA	81.08974358974359	81.73076923076923	> 30 weeks	137
APOE3	female	41.42857143	14	0	100	98.48484848484848	92.04545454545455	82.1969696969697	80.68181818181819	80.68181818181819	78.03030303030305	77.27272727272727	76.51515151515152	79.92424242424244	79.92424242424244	81.81818181818183	NA	85.22727272727273	86.74242424242425	> 30 weeks	138
APOE3	female	32.85714286	14	0	100	98.58156028368795	91.48936170212767	80.85106382978724	76.24113475177306	72.69503546099291	70.56737588652481	71.27659574468086	72.69503546099291	75.177304964539	74.11347517730496	74.11347517730496	NA	77.30496453900709	79.07801418439718	> 30 weeks	139
APOE3	female	31.14285714	14	0	100	98.0392156862745	95.7516339869281	95.7516339869281	92.48366013071895	94.11764705882352	94.44444444444443	96.73202614379085	94.44444444444443	94.11764705882352	92.81045751633987	93.7908496732026	NA	99.67320261437908	99.67320261437908	> 30 weeks	140
APOE3	female	28.14285714	14	0	100	99.26199261992619	92.25092250922509	82.28782287822878	78.96678966789666	80.44280442804428	81.91881918819188	81.18081180811808	84.13284132841328	86.34686346863467	88.92988929889299	91.88191881918819	NA	91.88191881918819	93.35793357933579	< 30 weeks	141
APOE3	female	32.85714286	14	0	100	97.84172661870502	93.5251798561151	85.61151079136691	80.2158273381295	76.61870503597122	74.46043165467626	73.38129496402877	75.53956834532374	77.33812949640287	79.49640287769785	80.5755395683453	NA	87.0503597122302	88.84892086330935	> 30 weeks	142
APOE3	female	32.85714286	7	1	100	100	93.48659003831416	85.44061302681992	80.0766283524904	75.47892720306513	71.26436781609196	67.43295019157088	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	143
APOE3	female	29	14	0	100	98.42271293375394	95.26813880126183	86.75078864353313	81.70347003154575	85.17350157728707	80.4416403785489	79.49526813880125	82.01892744479495	85.48895899053628	85.48895899053628	91.7981072555205	NA	93.05993690851734	91.16719242902208	< 30 weeks	144
APOE3	female	29	14	0	100	101.04895104895104	95.10489510489509	86.7132867132867	82.16783216783216	83.91608391608392	87.76223776223776	89.5104895104895	90.9090909090909	95.45454545454545	97.90209790209789	101.04895104895104	NA	102.09790209790208	104.19580419580419	< 30 weeks	145
APOE4	female	43	9	1	100	98.52941176470588	95.95588235294117	90.44117647058825	84.55882352941177	79.77941176470587	77.20588235294117	74.26470588235294	71.69117647058823	69.8529411764706	NA	NA	NA	NA	NA	> 30 weeks	146
APOE4	female	43.14285714	14	0	100	100.37174721189592	95.91078066914498	89.96282527881041	82.5278810408922	80.29739776951675	76.57992565055764	74.34944237918216	72.11895910780669	73.23420074349443	74.72118959107807	76.2081784386617	NA	78.81040892193309	79.18215613382901	> 30 weeks	147
APOE4	female	43	14	0	100	99.33554817275747	97.00996677740864	86.37873754152824	81.06312292358803	83.05647840531562	84.71760797342192	82.05980066445181	82.05980066445181	87.04318936877075	89.70099667774086	92.69102990033221	NA	89.03654485049833	89.70099667774086	> 30 weeks	148
APOE4	female	44.85714286	8	1	100	99.01315789473685	96.71052631578947	88.15789473684211	81.57894736842107	78.28947368421053	75.32894736842105	73.68421052631578	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	149
APOE4	female	43	14	0	100	101.63398692810458	98.36601307189542	88.56209150326796	84.64052287581698	88.23529411764706	92.15686274509804	93.7908496732026	93.13725490196077	93.13725490196077	97.05882352941175	100.32679738562092	NA	97.38562091503267	95.7516339869281	> 30 weeks	150
APOE4	female	44.85714286	14	0	100	101.13636363636364	95.45454545454545	84.84848484848484	78.7878787878788	79.16666666666666	73.48484848484848	75.75757575757575	77.65151515151516	81.06060606060606	81.81818181818183	85.98484848484848	NA	86.74242424242425	88.25757575757576	> 30 weeks	151
APOE4	female	44.85714286	5	1	100	96.84210526315789	90.52631578947368	84.21052631578947	76.14035087719297	69.12280701754385	NA	NA	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	152
APOE4	female	44.85714286	7	1	100	100.75471698113208	95.09433962264151	87.9245283018868	78.86792452830188	74.71698113207547	72.45283018867924	69.43396226415094	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	153
APOE4	female	44.85714286	9	1	100	102.64900662251655	98.0132450331126	88.74172185430464	83.7748344370861	80.4635761589404	78.47682119205298	75.49668874172187	72.8476821192053	NA	NA	NA	NA	NA	NA	> 30 weeks	154
APOE4	female	43	9	1	100	106.08365019011406	98.47908745247148	87.45247148288972	81.36882129277566	77.56653992395437	74.90494296577947	73.76425855513308	72.6235741444867	69.20152091254752	NA	NA	NA	NA	NA	> 30 weeks	155
APOE2	male	22.85714286	5	1	100	96.75675675675674	92.16216216216216	88.37837837837839	86.21621621621621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	156
APOE2	male	23.14285714	11	1	100	97.86096256684492	94.38502673796792	89.57219251336899	85.56149732620321	83.42245989304813	80.74866310160428	77.0053475935829	75.1336898395722	73.2620320855615	71.3903743315508	69.78609625668449	NA	NA	NA	< 30 weeks	157
APOE2	male	23.14285714	6	1	100	94.91017964071857	91.61676646706589	91.31736526946108	86.22754491017965	81.437125748502993	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	158
APOE2	male	23.14285714	11	1	100	97.435897435897445	95.15669515669515	90.88319088319088	85.47008547008546	81.76638176638176	77.77777777777779	74.92877492877493	72.93447293447294	71.50997150997152	70.94017094017093	69.8005698005698	NA	NA	NA	< 30 weeks	159
APOE2	male	23.14285714	14	0	100	96.60493827160495	94.13580246913581	87.03703703703704	82.09876543209877	77.46913580246914	75	72.53086419753086	71.60493827160494	71.91358024691358	72.83950617283952	72.53086419753086	75	75.92592592592592	75.61728395061729	< 30 weeks	160
APOE2	male	23.14285714	8	1	100	94.750656167979	91.86351706036746	88.9763779527559	82.67716535433071	77.95275590551181	76.64041994750656	72.70341207349081	69.5538057742782	NA	NA	NA	NA	NA	NA	< 30 weeks	161
APOE2	male	21.28571429	5	1	100	97.83653846153847	94.71153846153845	91.34615384615384	89.42307692307693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	162
APOE2	male	20	7	1	100	109.40766550522648	101.39372822299653	95.81881533101046	88.15331010452962	83.62369337979094	79.44250871080139	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	163
APOE2	male	20	14	0	100	97.61092150170649	95.22184300341297	88.39590443686006	83.27645051194538	80.20477815699658	82.5938566552901	83.95904436860069	82.5938566552901	87.37201365187714	89.76109215017065	92.15017064846415	89.07849829351537	90.10238907849829	92.15017064846415	< 30 weeks	164
APOE2	male	20	7	1	100	97.00000000000001	92.66666666666666	87.33333333333333	85.66666666666667	77.99999999999999	75	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	165
APOE2	male	20	14	0	100	98.07692307692308	94.23076923076923	87.17948717948718	79.16666666666666	77.56410256410257	77.88461538461539	77.24358974358975	81.08974358974359	87.5	88.78205128205127	92.94871794871796	91.98717948717949	93.26923076923077	93.26923076923077	< 30 weeks	166
APOE2	male	18.28571429	6	1	100	96.07250755287009	94.86404833836856	90.33232628398791	87.31117824773413	82.17522658610271	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	167
APOE2	male	18.28571429	8	1	100	94.23631123919309	94.23631123919309	89.62536023054754	84.43804034582132	78.96253602305474	75.79250720461094	72.3342939481268	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	168
APOE3	male	21.71428571	14	0	100	100	93.88489208633094	87.0503597122302	82.73381294964028	82.01438848920863	82.37410071942445	87.41007194244604	89.568345323741	91.36690647482013	93.88489208633094	94.60431654676259	93.88489208633094	93.88489208633094	92.80575539568345	< 30 weeks	169
APOE3	male	20.14285714	14	0	100	98.77300613496934	93.55828220858895	86.50306748466257	83.12883435582822	80.67484662576688	81.28834355828221	79.75460122699386	77.60736196319019	80.06134969325154	83.12883435582822	85.58282208588956	86.1963190184049	88.95705521472392	91.41104294478527	< 30 weeks	170
APOE3	male	20.14285714	14	0	100	100.64102564102564	95.1923076923077	88.14102564102564	84.93589743589743	87.5	92.3076923076923	95.1923076923077	96.15384615384616	96.47435897435898	98.3974358974359	99.6794871794872	97.43589743589743	97.75641025641025	96.7948717948718	< 30 weeks	171
APOE3	male	20	14	0	100	98.48484848484848	93.63636363636363	86.96969696969697	82.72727272727273	78.18181818181819	76.66666666666667	78.78787878787878	81.81818181818183	85.45454545454545	86.66666666666667	87.27272727272728	86.96969696969697	86.96969696969697	90.6060606060606	< 30 weeks	172
APOE3	male	20	14	0	100	99.42528735632186	97.41379310344827	91.0919540229885	85.91954022988506	80.74712643678163	77.29885057471265	77.01149425287358	77.87356321839081	81.32183908045978	83.33333333333334	86.78160919540231	88.5057471264368	88.79310344827587	90.22988505747126	< 30 weeks	173
APOE4	male	23.28571429	7	1	100	95.98765432098766	94.44444444444446	88.8888888888889	84.25925925925927	79.01234567901236	77.46913580246914	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	174
APOE4	male	23.28571429	6	1	100	98.26388888888889	93.40277777777777	89.58333333333334	84.02777777777777	78.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	175
APOE4	male	23.28571429	6	1	100	96.62576687116564	93.55828220858895	87.73006134969326	83.74233128834355	78.83435582822085	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	176
APOE4	male	21.71428571	6	1	100	99.00990099009901	91.41914191419141	86.79867986798679	81.51815181518151	74.58745874587459	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	177
APOE4	male	21.71428571	8	1	100	94.11764705882352	91.64086687306504	85.44891640866874	82.04334365325077	76.78018575851394	73.06501547987617	69.65944272445822	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	178
APOE4	male	21.71428571	6	1	100	97.24770642201834	91.74311926605505	88.37920489296634	82.26299694189602	77.98165137614677	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	179
APOE4	male	21.71428571	6	1	100	95.54140127388536	90.12738853503186	86.62420382165605	81.52866242038218	77.38853503184714	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	180
APOE4	male	21.71428571	7	1	100	97.27272727272728	93.33333333333333	88.7878787878788	83.03030303030302	77.87878787878788	75.75757575757575	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	181
APOE4	male	21.71428571	8	1	100	97.3076923076923	93.07692307692308	85.38461538461539	80	75.3846153846154	74.23076923076923	70.76923076923076	69.23076923076923	NA	NA	NA	NA	NA	NA	< 30 weeks	182
APOE2	female	26.14285714	7	1	100	95.98393574297188	95.18072289156628	84.73895582329318	79.91967871485943	75.50200803212851	70.68273092369479	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	183
APOE2	female	26.14285714	7	1	100	97.17741935483872	96.37096774193547	87.09677419354838	81.0483870967742	76.61290322580645	72.1774193548387	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	184
APOE2	female	26.14285714	14	0	100	95.50561797752809	92.88389513108615	85.0187265917603	83.52059925093633	88.38951310861424	86.14232209737828	86.51685393258428	91.01123595505618	93.25842696629213	93.25842696629213	95.50561797752809	95.13108614232209	98.50187265917604	96.25468164794007	< 30 weeks	185
APOE2	female	26.14285714	14	0	100	95.92592592592592	92.22222222222221	82.96296296296296	84.07407407407406	89.25925925925927	86.66666666666666	84.44444444444444	91.11111111111111	96.29629629629629	97.77777777777777	95.92592592592592	97.77777777777777	98.51851851851853	98.18518518518519	< 30 weeks	186
APOE2	female	26.14285714	14	0	100	95.75289575289577	93.43629343629344	85.32818532818534	78.37837837837839	82.62548262548263	82.23938223938224	79.15057915057916	81.46718146718148	86.1003861003861	89.1891891891892	90.733590733590745	91.8918918918919	93.82239382239383	94.20849420849422	< 30 weeks	187
APOE2	female	26.28571429	7	1	100	98.63945578231294	94.5578231292517	91.15646258503402	86.39455782312925	80.95238095238095	78.2312925170068	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	188
APOE2	female	26.28571429	9	1	100	98.97260273972603	95.89041095890411	89.72602739726028	83.9041095890411	80.82191780821918	77.3972602739726	72.94520547945206	70.54794520547945	69.52054794520548	NA	NA	NA	NA	NA	< 30 weeks	189
APOE2	female	26.28571429	7	1	100	97.59036144578313	95.58232931726909	89.5582329317269	79.91967871485943	83.53413654618474	73.49397590361446	67.8714859437751	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	190
APOE2	female	26.28571429	8	1	100	98.52941176470588	96.32352941176471	91.1764705882353	83.45588235294117	81.61764705882352	76.83823529411764	72.42647058823529	69.48529411764706	NA	NA	NA	NA	NA	NA	< 30 weeks	191
APOE2	female	26.28571429	14	0	100	99.23954372623575	96.57794676806083	87.0722433460076	81.74904942965779	73.76425855513308	75.66539923954372	71.48288973384031	71.86311787072242	73.76425855513308	77.9467680608365	77.56653992395437	79.08745247148289	82.12927756653993	86.69201520912547	< 30 weeks	192
APOE2	female	24.57142857	14	0	100	98.80239520958084	97.90419161676648	89.82035928143713	88.32335329341318	87.7245508982036	86.22754491017965	88.02395209580838	88.32335329341318	93.41317365269461	94.311377245509	92.51497005988024	93.41317365269461	95.20958083832336	93.11377245508983	< 30 weeks	193
APOE2	female	24.57142857	14	0	100	97.98850574712645	97.12643678160919	88.2183908045977	84.77011494252874	80.17241379310344	78.44827586206897	75.57471264367817	75.28735632183908	75.28735632183908	77.29885057471265	78.44827586206897	78.44827586206897	86.20689655172414	87.356321839080465	< 30 weeks	194
APOE2	female	24.57142857	7	1	100	97.85714285714285	96.42857142857143	88.21428571428571	81.78571428571428	78.21428571428571	75.35714285714286	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	195
APOE2	female	24.57142857	14	0	100	99.66101694915254	95.9322033898305	91.52542372881356	92.20338983050847	94.91525423728814	89.83050847457628	90.50847457627118	95.9322033898305	99.66101694915254	101.01694915254238	104.7457627118644	107.11864406779661	108.13559322033899	107.11864406779661	< 30 weeks	196
APOE2	female	24.42857143	14	0	100	97.54385964912281	92.63157894736842	87.01754385964912	87.71929824561403	91.9298245614035	95.08771929824562	95.43859649122807	95.78947368421052	95.78947368421052	97.54385964912281	98.59649122807018	97.89473684210526	97.54385964912281	100.35087719298245	< 30 weeks	197
APOE2	female	24.42857143	14	0	100	98.06201550387597	94.5736434108527	86.82170542635657	79.06976744186046	83.33333333333333	84.88372093023256	86.04651162790698	90.31007751937985	93.02325581395348	92.63565891472867	94.5736434108527	92.63565891472867	93.7984496124031	93.4108527131783	< 30 weeks	198
APOE3	female	23.28571429	14	0	100	97.85407725321889	93.99141630901286	84.97854077253218	85.4077253218884	89.69957081545064	89.69957081545064	92.70386266094421	94.4206008583691	99.14163090128756	97.42489270386265	99.14163090128756	96.13733905579397	99.57081545064376	98.71244635193133	< 30 weeks	199
APOE3	female	23.28571429	14	0	100	97.09543568464728	94.6058091286307	85.89211618257261	88.38174273858921	90.45643153526972	92.11618257261411	93.3609958506224	95.43568464730289	96.26556016597509	97.9253112033195	98.75518672199169	93.7759336099585	92.9460580912863	93.7759336099585	< 30 weeks	200
APOE3	female	23.28571429	14	0	100	98.39357429718876	90.36144578313254	82.32931726907631	77.91164658634538	81.92771084337349	85.94377510040161	89.1566265060241	92.77108433734941	95.18072289156628	96.78714859437753	94.77911646586347	96.78714859437753	96.3855421686747	94.77911646586347	< 30 weeks	201
APOE3	female	23.28571429	14	0	100	97.57085020242916	94.33198380566802	83.80566801619433	85.02024291497976	87.4493927125506	90.68825910931174	92.71255060728745	94.73684210526315	96.35627530364374	97.16599190283401	98.38056680161944	97.57085020242916	98.78542510121457	95.1417004048583	< 30 weeks	202
APOE3	female	23.14285714	14	0	100	96.00000000000001	92.88888888888889	85.33333333333333	83.55555555555556	86.66666666666667	89.33333333333334	89.77777777777777	92.88888888888889	96.88888888888889	NA	95.1111111111111	95.55555555555556	97.77777777777777	95.55555555555556	< 30 weeks	203
APOE3	female	23.14285714	14	0	100	98.02371541501977	94.86166007905138	88.14229249011858	81.81818181818181	82.6086956521739	84.58498023715414	83.39920948616601	84.58498023715414	86.56126482213438	87.35177865612648	87.74703557312252	90.9090909090909	94.46640316205533	94.0711462450593	< 30 weeks	204
APOE3	female	23.14285714	14	0	100	96.70781893004114	93.4156378600823	84.77366255144034	84.36213991769547	83.9506172839506	83.9506172839506	82.71604938271605	88.06584362139917	90.94650205761317	92.18106995884773	93.4156378600823	97.11934156378601	96.29629629629629	96.29629629629629	< 30 weeks	205
APOE3	female	23.14285714	14	0	100	95.27272727272728	94.54545454545455	87.63636363636364	80	80.36363636363637	81.45454545454544	84.00000000000001	86.9090909090909	90.18181818181819	92	91.63636363636364	95.27272727272728	94.54545454545455	92.72727272727272	< 30 weeks	206
APOE4	female	24.85714286	14	0	100	96.51162790697674	95.73643410852712	84.88372093023256	79.06976744186046	76.35658914728681	72.48062015503875	70.15503875968993	72.09302325581396	73.64341085271317	75.19379844961239	77.51937984496124	78.68217054263566	77.13178294573643	78.68217054263566	< 30 weeks	207
APOE4	female	24.85714286	9	1	100	99.06542056074767	95.7943925233645	88.78504672897198	81.77570093457945	77.57009345794394	73.83177570093459	70.09345794392524	67.7570093457944	NA	NA	NA	NA	NA	NA	< 30 weeks	208
APOE4	female	24.85714286	14	0	100	99.57627118644066	97.88135593220339	87.71186440677965	81.35593220338983	75.42372881355932	72.03389830508475	70.76271186440677	70.76271186440677	71.1864406779661	72.45762711864407	74.57627118644068	73.3050847457627	77.11864406779661	79.66101694915254	< 30 weeks	209
APOE4	female	24.85714286	14	0	100	95.78059071729957	94.09282700421942	84.38818565400844	78.05907172995781	73.41772151898734	75.10548523206751	77.21518987341773	83.12236286919831	85.23206751054853	84.38818565400844	83.96624472573839	85.23206751054853	84.38818565400844	87.34177215189874	< 30 weeks	210
APOE4	female	24.85714286	14	0	100	98.66666666666666	93.33333333333333	85.77777777777779	78.22222222222223	74.22222222222223	71.55555555555556	71.11111111111111	72.44444444444444	76.8888888888889	78.66666666666666	79.55555555555554	82.22222222222221	85.33333333333333	90.22222222222223	< 30 weeks	211
APOE4	female	25.14285714	14	0	100	97.11934156378601	95.47325102880659	87.65432098765432	81.89300411522633	77.77777777777777	73.66255144032921	71.19341563786008	72.42798353909465	76.95473251028805	79.42386831275721	85.18518518518518	83.9506172839506	91.35802469135803	93.00411522633745	< 30 weeks	212
APOE4	female	25.14285714	14	0	100	98.62385321100918	95.87155963302752	87.1559633027523	79.35779816513761	77.06422018348624	77.5229357798165	78.44036697247707	81.65137614678899	85.3211009174312	86.697247706422	86.23853211009175	86.23853211009175	88.99082568807339	91.74311926605505	< 30 weeks	213
APOE4	female	25.14285714	14	0	100	97.95081967213115	97.54098360655739	86.47540983606558	78.68852459016394	82.37704918032787	88.52459016393443	90.1639344262295	93.85245901639344	96.72131147540985	98.7704918032787	99.18032786885246	95.90163934426229	97.95081967213115	91.80327868852459	< 30 weeks	214
APOE4	female	25.14285714	9	1	100	98.8235294117647	94.90196078431372	89.01960784313725	82.74509803921569	78.43137254901961	74.90196078431373	71.76470588235294	69.41176470588235	NA	NA	NA	NA	NA	NA	< 30 weeks	215
APOE4	female	25.14285714	14	0	100	99.57446808510639	97.44680851063829	88.51063829787235	81.70212765957446	77.4468085106383	76.17021276595744	76.59574468085107	80	85.1063829787234	87.2340425531915	90.2127659574468	86.80851063829786	91.91489361702129	97.0212765957447	< 30 weeks	216
APOE4	female	23.14285714	7	1	100	97.6303317535545	93.8388625592417	86.25592417061611	80.0947867298578	74.40758293838861	70.14218009478674	67.29857819905213	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	217
APOE4	female	23.14285714	7	1	100	94.95412844036697	90.82568807339449	83.94495412844036	77.5229357798165	71.55963302752293	68.80733944954129	66.05504587155964	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	218
APOE4	female	23.14285714	14	0	100	96.27906976744185	92.55813953488371	86.51162790697676	80.46511627906978	74.88372093023257	73.02325581395348	74.88372093023257	76.27906976744185	80.46511627906978	83.25581395348837	86.51162790697676	85.5813953488372	88.37209302325581	86.04651162790698	< 30 weeks	219
APOE4	female	23.14285714	14	0	100	102.04081632653062	100	91.02040816326532	84.08163265306123	78.77551020408163	75.91836734693878	76.3265306122449	80.40816326530611	83.26530612244898	84.48979591836734	84.89795918367348	85.30612244897958	89.79591836734694	91.02040816326532	< 30 weeks	220
APOE4	female	23.14285714	7	1	100	98.17351598173516	96.34703196347033	87.67123287671234	82.19178082191782	76.7123287671233	70.77625570776256	68.94977168949772	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	221
APOE2	female	24.28571429	14	0	100	99.24812030075188	99.24812030075188	99.62406015037594	101.12781954887218	98.1203007518797	101.50375939849623	101.8796992481203	100.37593984962405	100.75187969924812	101.12781954887218	101.12781954887218	103.7593984962406	103.7593984962406	100.75187969924812	< 30 weeks	222
APOE2	female	24.28571429	14	0	100	99.6	98.8	99.2	100.8	100	101.6	102	100	101.6	102	103.2	104	103.2	102.8	< 30 weeks	223
APOE2	female	23.28571429	14	0	100	99.23371647509578	98.08429118773945	99.23371647509578	99.23371647509578	97.70114942528735	96.93486590038314	95.40229885057471	95.40229885057471	95.40229885057471	95.40229885057471	95.40229885057471	96.55172413793103	98.08429118773945	98.85057471264368	< 30 weeks	224
APOE2	female	23.28571429	14	0	100	101.57480314960632	95.2755905511811	98.4251968503937	100.39370078740157	101.57480314960632	98.81889763779529	99.21259842519686	100	100.78740157480317	101.57480314960632	97.24409448818898	101.18110236220473	101.18110236220473	101.57480314960632	< 30 weeks	225
APOE2	female	23.28571429	14	0	100	97.48201438848922	93.88489208633094	87.41007194244604	81.6546762589928	85.97122302158272	87.0503597122302	87.0503597122302	90.64748201438849	93.5251798561151	96.0431654676259	92.44604316546761	96.0431654676259	98.92086330935251	95.68345323741008	< 30 weeks	226
APOE2	female	24.28571429	14	0	100	96.875	96.875	89.0625	90.234375	93.75	93.35937499999999	87.49999999999999	87.109375	92.96875	95.703125	97.26562499999999	96.48437499999999	100.78125	96.48437499999999	< 30 weeks	227
APOE2	female	23.28571429	14	0	100	98.35526315789474	89.80263157894738	85.19736842105263	83.22368421052633	83.22368421052633	87.17105263157895	80.5921052631579	85.85526315789474	88.81578947368422	90.13157894736842	90.46052631578948	91.77631578947368	94.40789473684211	92.76315789473685	< 30 weeks	228
APOE2	female	23.28571429	14	0	100	97.96747967479675	97.5609756097561	102.4390243902439	104.47154471544715	101.62601626016259	100	100.40650406504064	98.78048780487805	98.37398373983739	99.18699186991869	101.21951219512194	104.06504065040649	102.03252032520325	99.18699186991869	< 30 weeks	229
APOE3	female	22	14	0	100	100.36363636363636	98.9090909090909	91.63636363636364	92	98.18181818181819	96.72727272727273	98.18181818181819	98.9090909090909	102.54545454545453	106.18181818181817	107.27272727272728	108.72727272727272	110.18181818181819	110.9090909090909	< 30 weeks	230
APOE3	female	22	14	0	100	98.943661971831	96.47887323943662	86.61971830985917	83.45070422535211	88.02816901408451	91.54929577464789	92.95774647887323	92.60563380281691	97.88732394366197	99.64788732394368	99.29577464788733	98.943661971831	98.59154929577466	98.59154929577466	< 30 weeks	231
APOE3	female	22	14	0	100	95.52238805970148	92.16417910447761	88.05970149253731	82.83582089552239	85.82089552238806	88.80597014925374	91.4179104477612	91.4179104477612	94.02985074626865	97.01492537313433	92.91044776119402	92.91044776119402	93.28358208955224	94.02985074626865	< 30 weeks	232
APOE3	female	24.42857143	14	0	100	97.6470588235294	98.8235294117647	93.33333333333333	94.50980392156863	94.90196078431372	95.29411764705883	94.50980392156863	97.6470588235294	99.60784313725489	99.60784313725489	99.60784313725489	98.43137254901961	100.7843137254902	97.25490196078431	< 30 weeks	233
APOE3	female	22	14	0	100	100.39370078740157	91.73228346456693	88.18897637795276	85.43307086614173	88.58267716535434	91.33858267716536	93.70078740157481	96.85039370078741	95.66929133858268	97.63779527559055	98.03149606299213	97.63779527559055	100.78740157480317	97.63779527559055	< 30 weeks	234
APOE3	female	22	14	0	100	99.62121212121214	97.72727272727273	97.34848484848484	98.86363636363637	99.24242424242425	98.48484848484848	95.83333333333334	98.48484848484848	99.24242424242425	100	101.8939393939394	103.40909090909092	102.65151515151516	100	< 30 weeks	235
APOE3	female	22	14	0	100	101.58730158730161	101.19047619047619	97.61904761904762	98.8095238095238	101.19047619047619	98.8095238095238	99.60317460317462	100.39682539682539	100.39682539682539	101.58730158730161	103.17460317460319	103.57142857142858	104.36507936507937	103.17460317460319	< 30 weeks	236
APOE3	female	24.42857143	14	0	100	97.24770642201834	94.80122324159021	94.18960244648318	93.27217125382262	91.74311926605505	91.74311926605505	90.82568807339449	91.74311926605505	91.131498470948	92.04892966360856	92.9663608562691	93.88379204892965	95.10703363914372	93.27217125382262	< 30 weeks	237
APOE3	female	24.42857143	14	0	100	101.8796992481203	93.23308270676691	87.59398496240601	85.33834586466165	90.6015037593985	96.2406015037594	95.11278195488721	98.49624060150374	98.87218045112782	100	NA	100.37593984962405	101.50375939849623	101.50375939849623	< 30 weeks	238
