genotype	sex	age_at_inf	day	outcome	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	age_binary	UID
APOE2	male	32.85714286	4	1	100	98.77300613496934	92.0245398773006	86.80981595092024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	103
APOE2	male	37	5	1	100	95.68733153638813	89.75741239892182	84.63611859838274	80.3234501347709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	104
APOE3	male	35.57142857	7	1	100	97.61904761904762	91.00529100529101	83.86243386243387	79.62962962962963	75.92592592592592	71.95767195767196	69.57671957671958	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	105
APOE3	male	37	6	1	100	96.90949227373069	93.37748344370861	86.53421633554085	82.78145695364239	79.47019867549669	NA	NA	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	106
APOE3	male	25.14285714	7	1	100	97.14285714285714	93.65079365079364	86.03174603174604	80.63492063492063	75.87301587301587	71.74603174603175	67.93650793650792	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	107
APOE3	male	26.85714286	13	0	100	95.47325102880659	95.47325102880659	93.82716049382715	97.11934156378601	99.1769547325103	100	100.41152263374484	100.8230452674897	100.41152263374484	101.23456790123457	102.05761316872429	102.46913580246913	100.41152263374484	NA	< 30 weeks	108
APOE3	male	26.85714286	8	1	100	99.03846153846153	91.34615384615384	84.93589743589743	80.44871794871796	75.96153846153845	71.47435897435898	70.1923076923077	67.94871794871796	NA	NA	NA	NA	NA	NA	< 30 weeks	109
APOE3	male	26.85714286	7	1	100	98.05825242718448	90.614886731391593	84.14239482200647	78.64077669902913	73.7864077669903	71.19741100323624	68.28478964401296	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	110
APOE4	male	37.71428571	5	1	100	96.59442724458205	91.33126934984521	87.92569659442725	80.80495356037153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	111
APOE4	male	37.71428571	4	1	100	94.87179487179488	88.78205128205127	82.37179487179486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	112
APOE4	male	37.71428571	8	1	100	98.43260188087774	95.92476489028215	84.01253918495298	77.74294670846396	73.04075235109718	71.78683385579937	71.15987460815047	67.71159874608152	NA	NA	NA	NA	NA	NA	> 30 weeks	113
APOE4	male	35	8	1	100	98.68852459016394	93.11475409836065	86.22950819672131	80.65573770491804	77.70491803278688	73.44262295081967	71.14754098360655	67.8688524590164	NA	NA	NA	NA	NA	NA	> 30 weeks	114
APOE4	male	35	7	1	100	95.67901234567901	93.82716049382715	84.5679012345679	80.8641975308642	74.38271604938272	70.37037037037037	68.51851851851852	NA	NA	NA	NA	NA	NA	NA	> 30 weeks	115
APOE2	female	21.71428571	14	0	100	97.23502304147466	95.39170506912443	84.33179723502305	79.26267281105991	72.8110599078341	72.8110599078341	72.8110599078341	75.57603686635944	77.41935483870968	78.80184331797237	80.64516129032259	82.02764976958527	82.94930875576037	83.41013824884793	< 30 weeks	116
APOE2	female	20.57142857	14	0	100	99.08256880733946	91.77489177489177	81.81818181818181	77.48917748917748	80.08658008658008	87.01298701298701	88.3116883116883	89.17748917748918	92.64069264069262	93.93939393939394	95.23809523809523	96.53679653679653	96.53679653679653	95.67099567099568	< 30 weeks	117
APOE2	female	20.57142857	14	0	100	99.09909909909909	95.85253456221199	89.86175115207374	82.94930875576037	82.02764976958527	85.25345622119816	85.25345622119816	85.71428571428572	90.3225806451613	92.62672811059909	93.5483870967742	93.08755760368663	95.39170506912443	98.61751152073732	< 30 weeks	118
APOE2	female	20.57142857	14	0	100	100.4524886877828	93.66515837104072	85.5203619909502	86.42533936651584	92.30769230769229	97.28506787330316	97.28506787330316	98.19004524886877	100	100	100	101.80995475113122	98.19004524886877	98.64253393665157	< 30 weeks	119
APOE2	female	20.57142857	14	0	100	97.88135593220339	94.06779661016948	83.47457627118644	78.38983050847457	83.05084745762711	88.5593220338983	90.6779661016949	92.37288135593221	94.4915254237288	93.64406779661017	95.76271186440678	96.18644067796609	93.64406779661017	96.61016949152543	< 30 weeks	120
APOE4	female	21.57142857	14	0	100	96.50000000000001	94	84.5	79	74	70.5	72	70.5	75	80.5	81.5	84.5	86	86.5	< 30 weeks	121
APOE4	female	21.57142857	14	0	100	99.06976744186046	99.53488372093022	100.46511627906978	103.25581395348837	102.32558139534885	102.32558139534885	104.18604651162791	104.18604651162791	104.18604651162791	106.51162790697674	100.93023255813954	100.46511627906978	101.39534883720931	103.25581395348837	< 30 weeks	122
APOE4	female	21.57142857	7	1	100	100.46511627906978	93.48837209302326	85.11627906976744	80.93023255813952	77.67441860465117	74.4186046511628	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	123
APOE4	female	21.57142857	14	0	100	101	94	85	79	74	73.5	74.5	75	79	80.5	82.5	84.5	85	86.99999999999999	< 30 weeks	124
APOE4	female	20.85714286	7	1	100	101.89573459715639	94.31279620853078	85.30805687203791	80.0947867298578	76.77725118483411	73.45971563981041	69.19431279620852	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	125
APOE4	female	20.85714286	14	0	100	100	96.50000000000001	87.5	80.5	84.00000000000001	94	96	96	98.5	99.49999999999999	101.50000000000001	100	100.50000000000001	100.50000000000001	< 30 weeks	126
